Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002789,Male,Yes,0,Graduate,No,3593.00,4266.00,132.00,180.00,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5468.00,1032.00,26.00,360.00,1.0,Semiurban,Y
LP002794,Female,No,0,Graduate,No,2667.00,1625.00,84.00,360.00,1.0,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139.00,0.00,260.00,360.00,1.0,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,3887.00,2669.00,162.00,360.00,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180.00,2306.00,182.00,360.00,1.0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675.00,242.00,108.00,360.00,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484.00,0.00,600.00,360.00,1.0,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,5923.00,2054.00,211.00,360.00,1.0,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,5800.00,0.00,132.00,360.00,1.0,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,8799.00,0.00,258.00,360.00,0.0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,4467.00,0.00,120.00,360.00,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,3333.00,0.00,70.00,360.00,1.0,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,3400.00,2500.00,123.00,360.00,0.0,Rural,N
LP002840,Female,No,0,Graduate,No,2378.00,0.00,9.00,360.00,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166.00,2064.00,104.00,360.00,0.0,Urban,N
LP002842,Male,Yes,1,Graduate,No,3417.00,1750.00,186.00,360.00,1.0,Urban,Y
LP002847,Male,Yes,0,Graduate,No,5116.00,1451.00,165.00,360.00,0.0,Urban,N
LP002855,Male,Yes,2,Graduate,No,16666.00,0.00,275.00,360.00,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6125.00,1625.00,187.00,480.00,1.0,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,6406.00,0.00,150.00,360.00,1.0,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159.00,461.00,108.00,84.00,1.0,Urban,Y
LP002872,Male,Yes,0,Graduate,No,3087.00,2210.00,136.00,360.00,0.0,Semiurban,N
LP002874,Male,No,0,Graduate,No,3229.00,2739.00,110.00,360.00,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1782.00,2232.00,107.00,360.00,1.0,Rural,Y
LP002888,Male,No,0,Graduate,No,3182.00,2917.00,161.00,360.00,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540.00,0.00,205.00,360.00,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836.00,33837.00,90.00,360.00,1.0,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166.00,0.00,36.00,360.00,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880.00,0.00,61.00,360.00,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787.00,1917.00,146.00,360.00,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283.00,3000.00,172.00,84.00,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297.00,1522.00,104.00,360.00,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165.00,0.00,70.00,360.00,1.0,Semiurban,Y
LP002925,Male,No,0,Graduate,No,4750.00,0.00,94.00,360.00,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726.00,0.00,106.00,360.00,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000.00,3416.00,56.00,180.00,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000.00,0.00,205.00,240.00,1.0,Semiurban,N
LP002933,Male,No,3+,Graduate,Yes,9357.00,0.00,292.00,360.00,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859.00,3300.00,142.00,180.00,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120.00,0.00,260.00,360.00,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833.00,0.00,110.00,360.00,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383.00,1000.00,187.00,360.00,1.0,Rural,N
LP002943,Male,No,0,Graduate,No,2987.00,0.00,88.00,360.00,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963.00,0.00,180.00,360.00,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780.00,0.00,192.00,360.00,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,No,416.00,41667.00,350.00,180.00,1.0,Urban,N
LP002950,Male,Yes,0,Not Graduate,No,2894.00,2792.00,155.00,360.00,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703.00,0.00,128.00,360.00,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,3676.00,4301.00,172.00,360.00,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000.00,0.00,496.00,360.00,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400.00,3800.00,146.41,180.00,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400.00,2500.00,173.00,360.00,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987.00,1411.00,157.00,360.00,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232.00,1950.00,108.00,360.00,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,2900.00,0.00,71.00,360.00,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106.00,0.00,40.00,180.00,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072.00,240.00,253.00,360.00,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583.00,0.00,187.00,360.00,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583.00,0.00,133.00,360.00,0.0,Semiurban,N
